ID;loan_amnt;term;int_rate;installment;emp_length;home_ownership;annual_inc;purpose;title;STATE;delinq_2yrs;revol_bal; revol_util ;total_pymnt;loan_status
11086;10000; 60 months;19.69%;263.22;< 1 year;RENT;33000;other;Loan ;CA;0;4897; 0.671 ;15792.88777;Fully Paid
11087;18000; 36 months;10.59%;585.81;2 years;MORTGAGE;115000;debt_consolidation;debt consolidation;CA;0;35680; 0.667 ;21089.08239;Fully Paid
11089;3600; 36 months;10.59%;117.17;10+ years;RENT;65000;debt_consolidation;Closure of accounts;LA;0;29752; 0.670 ;3994.339779;Fully Paid
11090;8000; 60 months;10.99%;173.9;10+ years;MORTGAGE;108000;car;Car Loan;MI;0;19017; 0.300 ;10280.85;Fully Paid
11091;16000; 60 months;16.89%;249.18;6 years;MORTGAGE;109995;debt_consolidation;Personal Debt Consolidation;AZ;2;35591; 0.438 ;1245.9;Charged Off
11092;24000; 60 months;15.23%;573.86;7 years;OWN;62000;debt_consolidation;Loan to Knock Down Debt/CCs for Good;KY;0;33918; 0.568 ;32312.56034;Fully Paid
11093;4800; 36 months;14.79%;165.91;4 years;RENT;61000;moving;spokane;CA;0;9810; 0.900 ;5837.487119;Fully Paid
11094;15000; 60 months;17.49%;376.76;4 years;RENT;62500;debt_consolidation;Pay off higher rate credit cards;NJ;0;12737; 0.328 ;22592.29004;Fully Paid
11095;3500; 36 months;11.99%;116.24;2 years;RENT;40000;car;Bike;MT;0;9926; 0.537 ;3821.845936;Fully Paid
11096;2500; 36 months;7.49%;77.76;3 years;RENT;61000;credit_card;Credit Cruncher;CA;0;13910; 0.685 ;2794.333512;Fully Paid
11097;35000; 36 months;7.49%;1088.56;2 years;RENT;162500;small_business;Starting a Side Business;CT;0;2367; 0.077 ;38752.27505;Fully Paid
11098;3000; 36 months;9.99%;96.79;10+ years;MORTGAGE;72000;credit_card;Credit Card Payoff;FL;0;4804; 0.167 ;3182.81632;Fully Paid
11099;15000; 60 months;13.49%;345.08;2 years;MORTGAGE;65000;medical;Medical;PA;0;4748; 0.135 ;19726.88575;Fully Paid
11101;12000; 36 months;15.62%;419.64;10+ years;RENT;80000;other;motorcycle loan;NY;0;11290; 0.797 ;12698.4083;Fully Paid
11103;15000; 60 months;11.99%;333.6;n/a;MORTGAGE;75000;credit_card;refi credit card;CA;1;26828; 0.209 ;16413.94072;Fully Paid
11105;15000; 60 months;19.69%;394.83;6 years;MORTGAGE;85000;wedding;wedding 2011;IL;0;18742; 0.677 ;23016.34003;Fully Paid
11106;11000; 36 months;6.99%;339.6;3 years;RENT;45000;debt_consolidation;Debt Consolidation 2;CA;0;4308; 0.133 ;11396.07862;Fully Paid
11107;15000; 36 months;9.99%;483.94;< 1 year;MORTGAGE;76960;debt_consolidation;Debt Consolidation;GA;0;8221; 0.462 ;16699.39908;Fully Paid
11108;10000; 36 months;7.49%;311.02;4 years;RENT;90000;credit_card;Credit Card Loan;CA;0;10474; 0.717 ;10942.81933;Fully Paid
11110;3000; 36 months;5.42%;90.48;1 year;MORTGAGE;46000;car;Yellow Truck Loan;TX;0;66; 0.002 ;3013.75;Fully Paid
11111;4200; 36 months;11.99%;139.49;3 years;RENT;69000;debt_consolidation;Debt Consolidation Loan;NJ;0;16579; 0.477 ;2775.16;Charged Off
11115;14000; 36 months;12.99%;471.65;1 year;MORTGAGE;116004;debt_consolidation;Refinance High Rate Debt;DC;0;25105; 0.770 ;16540.2395;Fully Paid
11116;12000; 36 months;10.59%;390.54;4 years;MORTGAGE;26000;;;;;;;;Fully Paid
11117;12000; 36 months;7.49%;373.22;1 year;MORTGAGE;65000;debt_consolidation;Debt Consolidation ;GA;0;18443; 0.252 ;13435.90021;Fully Paid
11119;15000; 36 months;18.39%;545.23;8 years;RENT;55200;credit_card;credit card loan;OR;0;18236; 0.898 ;19628.04654;Fully Paid
11121;2800; 36 months;6.99%;86.45;4 years;RENT;47000;credit_card;Consolidating credit cards;CA;0;0; -   ;3111.923316;Fully Paid
11122;15000; 36 months;6.99%;463.09;3 years;MORTGAGE;90000;medical;Medical;OK;0;3197; 0.060 ;16616.39808;Fully Paid
11123;15000; 36 months;7.49%;466.53;4 years;RENT;50000;debt_consolidation;36 Months Starting July 2011;MA;0;25; 0.002 ;15180.73577;Fully Paid
11124;24000; 60 months;16.49%;589.91;1 year;RENT;84000;debt_consolidation;Debt Consolidation;NC;0;13735; 0.898 ;35393.70003;Fully Paid
11125;9000; 36 months;10.99%;294.61;4 years;RENT;44000;debt_consolidation;Freedom;NY;0;3930; 0.298 ;10242.42917;Fully Paid
11126;12000; 60 months;13.49%;276.06;7 years;RENT;60500;debt_consolidation;Loan;NY;0;9168; 0.461 ;16563.28838;Fully Paid
11127;8000; 36 months;6.99%;246.99;4 years;MORTGAGE;52000;home_improvement;Home Improvements;TX;0;4811; 0.137 ;8891.248716;Fully Paid
11128;15600; 60 months;15.62%;376.22;10+ years;MORTGAGE;150000;house;House Loan;MO;0;1782; 0.059 ;17525.56937;Fully Paid
11129;16000; 36 months;13.49%;542.89;5 years;MORTGAGE;75000;debt_consolidation;debt consolidation;CO;0;6909; 0.480 ;19384.73153;Fully Paid
11130;20000; 36 months;11.49%;659.43;2 years;MORTGAGE;183000;debt_consolidation;lower rate for debt consolidation;MA;0;43907; 0.441 ;23567.86855;Fully Paid
11131;12000; 36 months;15.62%;419.64;10+ years;MORTGAGE;65000;debt_consolidation;Debt Consolidation Loan;OH;1;11281; 0.468 ;14379.90091;Fully Paid
11132;4200; 36 months;10.59%;136.69;10+ years;MORTGAGE;51600;vacation;Vacation Loan;DC;0;113; 0.003 ;4920.779734;Fully Paid
11134;26000; 60 months;20.62%;697.85;10+ years;MORTGAGE;64800;debt_consolidation;Debt Consolidation;UT;1;14682; 0.673 ;41565.03201;Fully Paid
11135;4000; 36 months;12.99%;134.76;n/a;MORTGAGE;21600;debt_consolidation;consilidation;LA;0;4842; 0.218 ;4851.208773;Fully Paid
11136;5800; 36 months;7.49%;180.39;1 year;RENT;32000;medical;medical;CA;0;2258; 0.525 ;6347.082754;Fully Paid
11138;12000; 36 months;7.49%;373.22;10+ years;OWN;98000;home_improvement;home improvement loan;PA;0;79390; 0.102 ;13435.90021;Fully Paid
11139;18000; 36 months;9.99%;580.73;4 years;MORTGAGE;140000;debt_consolidation;Loan Consolidation;CO;0;0; -   ;20696.56653;Fully Paid
11140;3600; 36 months;15.62%;125.9;10+ years;RENT;80000;other;Other Loan;CA;0;4001; 0.194 ;284.34;Charged Off
11142;24000; 36 months;7.49%;746.44;6 years;MORTGAGE;190000;debt_consolidation;PAYOFF;FL;0;47590; 0.444 ;26871.80044;Fully Paid
11143;9200; 36 months;7.49%;286.14;3 years;RENT;40000;debt_consolidation;Loan1;NH;0;5950; 0.208 ;10283.20637;Fully Paid
11144;25000; 60 months;12.99%;568.7;10+ years;RENT;105000;debt_consolidation;New Start;VA;0;97102; 0.627 ;29210.55;Charged Off
11145;24250; 60 months;12.99%;551.64;10+ years;MORTGAGE;180000;debt_consolidation;Taxes;AZ;0;39818; 0.830 ;33098.22995;Fully Paid
11147;3600; 36 months;10.99%;117.85;10+ years;RENT;94438;debt_consolidation;Debt Consolidation Loan;NJ;0;2832; 0.345 ;3414.45;Charged Off
11148;18000; 36 months;10.99%;589.22;4 years;OWN;65280;debt_consolidation;Debt Consolidation;OH;0;13505; 0.359 ;21101.98193;Fully Paid
11149;10500; 36 months;6.99%;324.17;10+ years;MORTGAGE;70000;debt_consolidation;Debt Consolidation Loan;TX;0;11116; 0.187 ;11631.38573;Fully Paid
11150;10000; 36 months;7.49%;311.02;10+ years;MORTGAGE;48000;other;personal loan;CA;0;4676; 0.446 ;10123.50339;Fully Paid
11152;4800; 36 months;13.49%;162.87;2 years;RENT;70000;debt_consolidation;Debt Consolidation Loan;FL;3;2386; 0.596 ;5863.150909;Fully Paid
11153;22000; 60 months;13.49%;506.11;10+ years;RENT;50000;;;;;;;;Charged Off
11155;14000; 60 months;11.99%;311.36;2 years;RENT;70000;debt_consolidation;debt con;NY;0;10607; 0.631 ;18776.76001;Fully Paid
11156;8000; 36 months;6.99%;246.99;7 years;OWN;54800;vacation;The Loan;NY;0;699; 0.030 ;8886.946351;Fully Paid
11157;15000; 36 months;7.49%;466.53;10+ years;MORTGAGE;105804;other;Other Loan;TX;0;1928; 0.247 ;16794.8561;Fully Paid
11158;16400; 36 months;10.99%;536.84;3 years;RENT;61000;vacation;Mororcco Vacation;TX;0;1939; 0.062 ;18855.01493;Fully Paid
11159;5000; 36 months;5.42%;150.8;10+ years;RENT;50000;debt_consolidation;Motorcycle;NH;0;1359; 0.048 ;5428.768596;Fully Paid
11160;4000; 36 months;15.23%;139.12;10+ years;MORTGAGE;250000;other;Other Loan;AZ;0;34926; 0.896 ;5004.220812;Fully Paid
11162;20000; 60 months;17.99%;507.76;10+ years;MORTGAGE;63000;;;;;;;;Fully Paid
11163;30000; 60 months;19.69%;789.66;10+ years;RENT;140000;debt_consolidation;Debt Consolidation Loan;NJ;2;19445; 0.661 ;39933.20973;Fully Paid
11164;22750; 60 months;12.99%;517.52;n/a;MORTGAGE;43600;debt_consolidation;Debt Consolidation Loan;FL;0;47862; 0.321 ;18126.5;Charged Off
11165;13200; 36 months;8.49%;416.64;< 1 year;RENT;60000;credit_card;Credit Card Payoff;MD;0;0; -   ;14895.21043;Fully Paid
11166;35000; 60 months;17.99%;888.58;5 years;MORTGAGE;195200;debt_consolidation;debt consolidation/home improvement;MA;0;24937; 0.481 ;39959.85944;Fully Paid
11168;6450; 36 months;5.99%;196.2;5 years;MORTGAGE;140987;home_improvement;Pool;WI;0;0; -   ;6632.040963;Fully Paid
11169;35000; 60 months;19.29%;913.52;2 years;RENT;150000;debt_consolidation;Debt Consolidation Loan;NJ;0;14811; 0.809 ;52340.60996;Fully Paid
11171;6000; 36 months;8.49%;189.38;10+ years;MORTGAGE;100000;debt_consolidation;Debt consolidation;MA;0;43889; 0.621 ;6817.574796;Fully Paid
11172;4000; 36 months;13.99%;136.7;2 years;RENT;45468;credit_card;Credit Card Debt Relief;CA;0;2490; 0.473 ;4396.533195;Fully Paid
11174;3500; 36 months;11.99%;116.24;6 years;RENT;65000;credit_card;LoanyLoan;MD;0;360; 0.090 ;2972;Charged Off
11175;4600; 36 months;15.62%;160.87;3 years;RENT;58800;debt_consolidation;Debt Consolidation Loan;TX;0;14375; 0.851 ;363.33;Charged Off
11177;5500; 36 months;16.89%;195.79;3 years;RENT;34000;credit_card;Credit;WA;1;721; 0.901 ;6905.634707;Fully Paid
11179;8000; 36 months;5.99%;243.34;2 years;RENT;75638;other;Engagement ring;FL;0;0; -   ;8760.210626;Fully Paid
11181;9500; 36 months;10.99%;310.98;4 years;RENT;37157;credit_card;Citibank Payoff;OR;0;6412; 0.822 ;11194.97569;Fully Paid
11182;2000; 36 months;16.89%;71.2;10+ years;RENT;40800;other;Legal fees;AR;1;747; 0.249 ;2563.01474;Fully Paid
11184;19000; 60 months;10.99%;413.02;n/a;OWN;45000;home_improvement;General Purpose;CA;0;166; 0.104 ;23182.00066;Fully Paid
11185;11000; 36 months;6.99%;339.6;10+ years;RENT;82863;debt_consolidation;Debt Consolidation.  Goodbye 16.99;CA;0;12384; 0.547 ;11965.71516;Fully Paid
11186;13000; 36 months;10.59%;423.09;4 years;MORTGAGE;52656;credit_card;Citi, Citi Trans, Amtrust;IL;0;10357; 0.338 ;14847.7677;Fully Paid
11187;5000; 36 months;15.99%;175.77;7 years;RENT;69900;debt_consolidation;Reducing the Debt;NY;0;12775; 0.563 ;4168.99;Charged Off
11188;12000; 60 months;16.89%;297.53;6 years;MORTGAGE;38400;debt_consolidation;debt consolidation;IL;0;4922; 0.259 ;17850.19996;Fully Paid
11190;9000; 36 months;12.99%;303.21;1 year;RENT;51000;credit_card;Credit Card Refi;OR;0;14145; 0.421 ;10915.21974;Fully Paid
11191;6500; 36 months;8.49%;205.16;10+ years;RENT;95000;debt_consolidation;Reduce my debt phase 2;CO;0;25708; 0.829 ;7385.714082;Fully Paid
11193;12000; 36 months;10.99%;392.81;6 years;MORTGAGE;90000;major_purchase;1964 morgan;TX;0;32846; 0.637 ;14141.06584;Fully Paid
11194;10000; 36 months;8.49%;315.63;10+ years;RENT;200000;credit_card;Refinance;NY;0;56557; 0.761 ;11362.64078;Fully Paid
11195;16000; 60 months;14.79%;378.88;9 years;RENT;55000;debt_consolidation;Consolidation Loan;NY;0;16044; 0.802 ;16197.72;Fully Paid
11196;15000; 36 months;5.99%;456.27;10+ years;MORTGAGE;95200;other;Other Loan;NY;0;13008; 0.161 ;15919.64525;Fully Paid
11197;20000; 60 months;22.48%;557.86;3 years;OWN;56000;other;Emergency Expenses;WA;3;390; 0.041 ;33079.63;Fully Paid
11199;12000; 60 months;15.23%;286.93;< 1 year;RENT;45000;debt_consolidation;Debt Consolidation Loan;OH;0;7332; 0.797 ;14342.28425;Fully Paid
11201;33600; 60 months;21.36%;915.82;10+ years;MORTGAGE;104400;debt_consolidation;Debt Consolidation Loan;AL;1;16585; 0.881 ;53011.91995;Fully Paid
11202;11000; 36 months;5.99%;334.6;8 years;MORTGAGE;96000;car;Car Loan;CA;0;4929; 0.068 ;12045.26464;Fully Paid
11204;7500; 36 months;18.39%;272.62;3 years;MORTGAGE;160000;other;Personal Loan;TX;0;14105; 0.951 ;4630.17;Charged Off
11205;25000; 60 months;20.62%;671.01;6 years;MORTGAGE;54704;;;;;;;;Charged Off
11206;2875; 36 months;15.23%;99.99;2 years;RENT;28000;car;American Dreamer;WA;0;23312; 0.573 ;3599.501494;Fully Paid
11207;7200; 36 months;18.79%;263.16;3 years;RENT;40000;debt_consolidation;Personal;WA;1;14249; 0.983 ;9481.724608;Fully Paid
11208;15000; 36 months;8.49%;473.45;7 years;RENT;95600;credit_card;Credit Card;CA;0;9723; 0.407 ;5586.42;Charged Off
11210;1275; 36 months;15.23%;44.35;2 years;OWN;20400;debt_consolidation;debt free;CA;0;6032; 0.574 ;1596.239355;Fully Paid
11212;7500; 36 months;10.99%;245.51;10+ years;MORTGAGE;120000;other;LendingClubLoan;NJ;0;15707; 0.958 ;8838.142085;Fully Paid
11213;11625; 60 months;19.29%;303.42;1 year;MORTGAGE;40000;small_business;Small Business Loan;AZ;2;0; -   ;2804.27;Charged Off
11214;2400; 36 months;10.59%;78.11;1 year;RENT;27259.44;debt_consolidation;Debt Consolidation Almost Complete;CA;1;1346; 0.518 ;2768.32912;Fully Paid
11215;11000; 36 months;10.99%;360.08;10+ years;MORTGAGE;92000;debt_consolidation;Debt Consolidation Loan;CA;1;11628; 0.842 ;12962.61696;Fully Paid
11216;17500; 36 months;8.49%;552.36;3 years;MORTGAGE;152000;debt_consolidation;Debt consolidation;NC;0;16749; 0.324 ;19435.14149;Fully Paid
11218;1600; 36 months;5.42%;48.26;2 years;OWN;62500;other;Personal;KS;0;814; 0.074 ;1737.193515;Fully Paid
11219;2400; 36 months;17.49%;86.16;2 years;RENT;13440;other;Debt Consolidation/ Car Down Payment;SC;0;1069; 0.972 ;344.64;Charged Off
11220;3000; 36 months;7.49%;93.31;1 year;RENT;43200;credit_card;Kicking Chase Butt;CA;0;3318; 0.259 ;3165.531773;Fully Paid
11221;6000; 36 months;12.99%;202.14;3 years;MORTGAGE;37000;debt_consolidation;Debt Consolidation Loan;IL;0;4490; 0.345 ;6914.25965;Fully Paid
11222;16000; 36 months;10.59%;520.72;10+ years;MORTGAGE;61000;debt_consolidation;DEBT CONSOLIDATION;NC;0;17898; 0.441 ;6769.36;Charged Off
11223;4000; 36 months;10.99%;130.94;< 1 year;RENT;130000;moving;Moving Loan;NY;0;4219; 0.649 ;4455.118974;Fully Paid
11225;8000; 36 months;10.99%;261.88;10+ years;MORTGAGE;64000;credit_card;Pay Off Citi and Chase;FL;0;4969; 0.286 ;9379.294625;Fully Paid
11226;15000; 60 months;16.89%;371.91;3 years;MORTGAGE;56000;debt_consolidation;Credit Card Consolidation;OH;1;15564; 0.363 ;20458.06253;Fully Paid
11227;12000; 60 months;13.49%;276.06;10+ years;RENT;54257;moving;12,000;NJ;1;2364; 0.455 ;16563.28838;Fully Paid
11229;35000; 36 months;8.49%;1104.71;n/a;MORTGAGE;93600;major_purchase;No Risk Opportunity;WA;0;3962; 0.096 ;38209.74782;Fully Paid
11230;20000; 36 months;11.49%;659.43;4 years;MORTGAGE;226000;small_business;Expansion;LA;1;32891; 0.778 ;22381.96262;Fully Paid
11232;10000; 36 months;6.99%;308.73;3 years;RENT;58000;car;Vehicle purchase loan;FL;0;0; -   ;10058.94;Fully Paid
11233;14000; 36 months;12.99%;471.65;1 year;RENT;66000;debt_consolidation;Credit Cards;CA;0;4658; 0.448 ;16979.30808;Fully Paid
11234;2500; 36 months;13.49%;84.83;5 years;MORTGAGE;43000;home_improvement;home improvement;AR;0;16210; 0.906 ;2658.937113;Fully Paid
11235;11200; 36 months;10.59%;364.51;3 years;RENT;62200;debt_consolidation;Debt Consolidation;WI;0;14763; 0.577 ;12603.39729;Fully Paid
11238;2500; 36 months;9.99%;80.66;10+ years;MORTGAGE;84000;home_improvement;home improvement;FL;0;11045; 0.661 ;2903.602554;Fully Paid
11239;4800; 36 months;7.49%;149.29;6 years;RENT;30000;wedding;Wedding Loan;NY;0;3486; 0.247 ;5174.721351;Fully Paid
11240;10625; 36 months;11.99%;352.86;2 years;MORTGAGE;32400;small_business;Small Business loan;CO;0;3939; 0.716 ;12550.0484;Fully Paid
11241;4200; 36 months;9.99%;135.51;10+ years;OWN;50988;other;Personal Loan;OH;0;8223; 0.263 ;4878.045363;Fully Paid
11242;11875; 60 months;11.49%;261.11;4 years;MORTGAGE;42000;home_improvement;Home Help;CA;1;11745; 0.477 ;15546.02387;Fully Paid
11245;18000; 60 months;20.99%;486.86;4 years;RENT;80000;wedding;Wedding Loan;NY;0;15359; 0.776 ;29211.52006;Fully Paid
11246;8400; 36 months;9.99%;271.01;< 1 year;MORTGAGE;37308;other;Personal Loan for Purchase of a Honda;CA;0;5211; 0.465 ;9658.655329;Fully Paid
11248;3200; 36 months;11.49%;105.51;2 years;MORTGAGE;113000;wedding;Engagement Ring;LA;1;1138; 0.115 ;3798.274612;Fully Paid
11249;10000; 60 months;16.49%;245.8;10+ years;MORTGAGE;65000;credit_card;Card Refinance;IL;1;41329; 0.747 ;14405.13;Fully Paid
11250;5000; 36 months;15.62%;174.85;4 years;MORTGAGE;54000;major_purchase;Work Truck Loan;TX;1;6726; 0.590 ;6287.82533;Fully Paid
11251;2600; 36 months;7.49%;80.87;7 years;MORTGAGE;36000;home_improvement;Home Improvement Loan;MA;1;2131; 0.149 ;2911.087769;Fully Paid
11252;6300; 36 months;6.99%;194.5;< 1 year;RENT;42504;major_purchase;cleanup;NY;0;2660; 0.240 ;6976.92106;Fully Paid
11253;20000; 36 months;10.99%;654.68;1 year;RENT;33000;debt_consolidation;My loan;MO;0;8464; 0.233 ;20263.43;Charged Off
11254;16000; 60 months;10.99%;347.8;n/a;MORTGAGE;42300;debt_consolidation;Debt Consolidation Loan;GA;0;384; 0.069 ;18230.62749;Fully Paid
11255;12000; 36 months;11.99%;398.52;2 years;OWN;96000;major_purchase;Debt Consolidation Loan;FL;1;495; 0.027 ;12677.91759;Fully Paid
11256;5000; 36 months;12.99%;168.45;10+ years;MORTGAGE;43000;medical;Pay off Medical Bills & Be Debt Free!;LA;0;3228; 0.218 ;6028.037296;Fully Paid
11257;3500; 36 months;11.99%;116.24;10+ years;RENT;66504;other;Other Loan;VA;0;20011; 0.562 ;4184.367303;Fully Paid
11258;5000; 36 months;16.49%;177;3 years;RENT;170000;other;Bonus;NY;0;3612; 0.951 ;5069.29;Fully Paid
11259;6000; 36 months;7.49%;186.61;1 year;RENT;62000;wedding;Paying for own wedding;VA;1;2468; 0.064 ;6656.140452;Fully Paid
11261;1800; 36 months;11.49%;59.35;< 1 year;RENT;15000;other;Moving;CT;0;1328; 0.255 ;2136.525256;Fully Paid
11262;20000; 36 months;10.99%;654.68;6 years;MORTGAGE;78000;debt_consolidation;ITs it;CA;0;24225; 0.318 ;21632.54572;Fully Paid
11263;4400; 36 months;11.49%;145.08;3 years;RENT;30000;debt_consolidation;CC;PA;0;5463; 0.202 ;5149.63435;Fully Paid
11264;5500; 60 months;10.99%;119.56;4 years;OWN;42996;major_purchase;camper;DE;3;489; 0.057 ;5550.57;Fully Paid
11265;15000; 36 months;17.99%;542.22;2 years;MORTGAGE;63830;debt_consolidation;Debt Consolidation;TX;0;5613; 0.585 ;18087.37267;Fully Paid
11266;18000; 60 months;19.69%;473.8;7 years;RENT;48000;small_business;Small Business loan;NY;0;11575; 0.409 ;21568.64862;Fully Paid
11267;6000; 36 months;10.99%;196.41;1 year;MORTGAGE;65000;;;;;;;;Fully Paid
11268;20000; 60 months;16.89%;495.87;10+ years;MORTGAGE;61000;debt_consolidation;Debt Consolidation;OH;0;42012; 0.726 ;12218.06;Charged Off
11270;10000; 36 months;7.49%;311.02;< 1 year;RENT;90000;other;Personal Loan;NY;0;3501; 0.297 ;10942.77695;Fully Paid
11273;3575; 36 months;11.49%;117.88;< 1 year;MORTGAGE;50000;debt_consolidation;Consolidate Credit Cards;CO;0;25569; 0.745 ;4194.544357;Fully Paid
11276;9600; 36 months;10.99%;314.25;4 years;RENT;33504;debt_consolidation;Debt Consolidation;NC;1;11826; 0.250 ;11312.83985;Fully Paid
11277;13075; 60 months;22.11%;361.94;< 1 year;RENT;300000;debt_consolidation;Debt Consolidation;CA;0;111792; 0.962 ;21287.50003;Fully Paid
11281;10000; 36 months;15.99%;351.53;3 years;RENT;70000;debt_consolidation;Debt Consolidation Loan;NY;1;6129; 0.696 ;7992.33;Charged Off
11282;7000; 36 months;9.99%;225.84;2 years;RENT;43000;credit_card;2011 Credit Card Refinance;PA;0;5683; 0.353 ;8130.133357;Fully Paid
11283;5600; 36 months;9.99%;180.67;1 year;RENT;69000;major_purchase;Engagement Ring;CO;0;452; 0.042 ;6495.217479;Fully Paid
11285;4200; 36 months;9.99%;135.51;n/a;OWN;21600;small_business;Financial Sources;WA;0;12577; 0.503 ;2032.65;Charged Off
11287;30000; 60 months;18.79%;519.09;10+ years;RENT;82200;debt_consolidation;Money Saver;VA;0;38851; 0.912 ;30548.49003;Fully Paid
11288;2000; 36 months;12.99%;67.38;10+ years;MORTGAGE;40000;debt_consolidation;Debt Consolidation Loan;OH;0;3322; 0.874 ;2426.325154;Fully Paid
11290;4000; 60 months;20.25%;106.54;3 years;RENT;40000;small_business;Truck;IL;0;3121; 0.390 ;6391.653705;Fully Paid
11292;25000; 36 months;10.99%;818.35;10+ years;RENT;110000;debt_consolidation;Credit Card Consolidation;MI;0;19480; 0.571 ;29460.58058;Fully Paid
11294;5700; 36 months;5.42%;171.92;4 years;RENT;37000;debt_consolidation;Ditching Debt;NY;0;4499; 0.269 ;6188.770625;Fully Paid
11295;8325; 36 months;10.99%;272.52;5 years;MORTGAGE;48000;debt_consolidation;consolidation;VT;0;24087; 0.782 ;2180.16;Charged Off
11296;30000; 60 months;17.49%;492.29;10+ years;RENT;84000;debt_consolidation;Deb Consolidation Loan;AZ;0;32589; 0.657 ;29195.62999;Fully Paid
11297;7800; 60 months;15.99%;189.64;n/a;RENT;86004;other;Other Loan;CA;0;3955; 0.460 ;11112.65;Fully Paid
11299;10000; 36 months;15.62%;349.7;6 years;RENT;27000;debt_consolidation;Debt FREE;CA;0;9428; 0.865 ;12504.11746;Fully Paid
11300;1200; 36 months;7.49%;37.33;1 year;MORTGAGE;74000;major_purchase;Fix my car;NH;0;8627; 0.413 ;1343.556219;Fully Paid
11301;12000; 60 months;16.89%;297.53;10+ years;RENT;43000;debt_consolidation;debt consolidation;OH;0;12944; 0.959 ;4405.46;Charged Off
11302;4200; 36 months;6.99%;129.67;9 years;MORTGAGE;130000;moving;Housing and Relocation;CA;0;19827; 0.409 ;4378.359723;Fully Paid
11303;6000; 36 months;10.99%;196.41;3 years;RENT;52000;moving;Lending Club;CA;1;2769; 0.712 ;6586.381235;Fully Paid
11304;6400; 36 months;7.49%;199.06;10+ years;MORTGAGE;59000;wedding;Wedding Loan;MI;0;546; 0.043 ;7165.777005;Fully Paid
11305;4000; 36 months;7.49%;124.41;1 year;RENT;65000;car;Car loan ;CA;0;929; 0.124 ;4478.61932;Fully Paid
11306;5000; 36 months;10.99%;163.67;7 years;RENT;40992;debt_consolidation;Debt Consolidation;NJ;0;1774; 0.657 ;5501.459388;Fully Paid
